user_id,age,signup_date,last_active_date,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,is_loyal,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,country_France,country_Germany,country_India,country_UK,country_USA
1091,62,3/24/2023,7/13/2025,36.7,79.3,1,0,1,0,6.99,842,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1092,35,1/7/2024,7/13/2025,42,99.1,4,0,1,0,13.99,553,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1093,64,2/23/2024,7/13/2025,51.7,20.1,4,1,0,0,5.99,506,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1094,41,6/9/2023,7/13/2025,52.2,99.5,2,1,0,0,13.99,765,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1095,43,3/4/2025,7/13/2025,29.5,9,3,0,1,0,9.99,131,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1096,42,6/17/2025,7/13/2025,45.1,0.2,4,0,1,1,6.99,26,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1097,62,11/25/2024,7/13/2025,38.7,4.4,3,0,0,0,13.99,230,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1098,58,6/20/2023,7/13/2025,70.9,34.2,0,1,0,0,14.99,754,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1099,46,11/6/2025,7/13/2025,42.7,63.3,5,0,1,0,14.99,-116,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1100,32,11/29/2023,7/13/2025,35.6,6.9,3,0,0,0,5.99,592,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1101,62,8/10/2022,7/13/2025,32.7,0.6,1,1,1,0,9.99,1068,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1103,42,1/9/2022,7/13/2025,64.4,82.2,1,1,0,0,13.99,1281,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1104,24,11/16/2023,7/13/2025,43.3,80.9,4,1,0,0,9.99,605,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1105,26,3/28/2024,7/13/2025,53.1,88.4,5,1,1,0,10.99,472,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1106,41,2/9/2023,7/13/2025,59.2,70,3,0,0,0,9.99,885,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1107,18,10/24/2022,7/13/2025,41.9,10.4,5,1,1,0,9.99,993,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1108,61,6/6/2023,7/13/2025,34.4,39.9,4,1,0,0,14.99,768,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1109,25,11/12/2024,7/13/2025,70.2,72.3,2,1,1,0,13.99,243,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1110,44,11/14/2023,7/13/2025,33.7,28,1,1,0,1,9.99,607,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1111,28,9/6/2023,7/13/2025,37.2,68.7,4,1,1,0,9.99,676,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1112,68,4/27/2025,7/13/2025,40.3,2.4,2,1,1,1,9.99,77,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1113,34,8/27/2024,7/13/2025,0.5,30.6,5,0,0,0,10.99,320,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1114,25,3/19/2024,7/13/2025,15.2,54.9,5,1,0,0,13.99,481,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1115,52,7/4/2025,7/13/2025,31,63.2,4,0,0,1,9.99,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1116,52,6/25/2024,7/13/2025,74.6,57.7,3,1,0,0,9.99,383,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1117,50,2/20/2023,7/13/2025,6.1,69.8,5,1,1,1,9.99,874,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1118,22,8/29/2023,7/13/2025,1.3,0.6,3,0,1,0,13.99,684,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1119,59,2/15/2023,7/13/2025,4.7,10.1,3,0,1,0,9.99,879,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1120,56,1/8/2023,7/13/2025,7.5,86.9,3,1,0,1,9.99,917,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1121,58,2/12/2024,7/13/2025,3.5,68.2,0,1,1,0,6.99,517,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1122,45,10/28/2024,7/13/2025,38.6,11.3,2,0,0,0,9.99,258,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1123,24,8/26/2023,7/13/2025,46.7,84.2,2,0,1,0,9.99,687,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1124,26,7/1/2025,7/13/2025,22.1,24.2,5,0,0,1,9.99,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1125,25,9/5/2024,7/13/2025,32.2,47.8,5,0,1,1,6.99,311,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1126,29,5/1/2025,7/13/2025,7.8,14.5,3,0,0,0,13.99,73,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1127,51,3/25/2024,7/13/2025,27.2,71,0,1,1,1,5.99,475,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1128,50,1/27/2024,7/13/2025,42,66.7,3,0,1,0,13.99,533,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1129,65,6/19/2023,7/13/2025,58.7,21.1,0,1,1,0,5.99,755,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1130,40,2/13/2023,7/13/2025,0.8,86.3,3,0,0,0,6.99,881,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1131,41,12/9/2024,7/13/2025,37.7,40.1,1,1,0,0,9.99,216,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1132,54,8/18/2024,7/13/2025,24.1,29.3,1,1,1,0,9.99,329,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1133,52,2/12/2022,7/13/2025,68.3,15.2,4,1,1,0,9.99,1247,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1134,61,9/25/2022,7/13/2025,57.4,26.6,3,1,0,0,13.99,1022,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1135,57,12/31/2022,7/13/2025,47.3,2.2,5,1,0,0,14.99,925,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1136,39,8/3/2023,7/13/2025,22.5,58.3,2,0,0,0,10.99,710,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1137,44,3/14/2025,7/13/2025,72.9,84.2,4,0,1,0,10.99,121,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1138,52,3/19/2023,7/13/2025,4.1,54.9,5,0,1,0,5.99,847,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1139,18,5/6/2025,7/13/2025,9.2,21.9,1,0,0,1,5.99,68,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1140,52,4/29/2024,7/13/2025,31.6,3.4,3,0,1,1,9.99,440,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1141,54,1/25/2025,7/13/2025,10.4,21.5,4,0,0,0,6.99,169,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1142,64,10/20/2022,7/13/2025,76.5,41.6,3,0,1,1,9.99,997,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1143,31,2/3/2024,7/13/2025,63.9,76,1,1,0,0,13.99,526,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1144,20,2/26/2024,7/13/2025,21.1,18.8,4,1,0,0,5.99,503,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1145,18,1/24/2025,7/13/2025,47.3,72,1,0,1,1,9.99,170,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1146,22,10/7/2024,7/13/2025,78.6,86.7,0,0,0,0,13.99,279,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1147,43,12/10/2024,7/13/2025,70.8,45.4,1,1,0,1,13.99,215,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1148,31,8/8/2023,7/13/2025,48.3,82.1,3,0,1,0,13.99,705,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1149,56,11/19/2024,7/13/2025,72.3,55.5,2,1,1,1,9.99,236,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1150,44,7/31/2022,7/13/2025,79.1,63.7,1,0,0,0,9.99,1078,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1151,26,4/6/2025,7/13/2025,59.6,52.6,5,0,1,0,10.99,98,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1152,32,7/1/2023,7/13/2025,5.7,46.3,2,1,0,0,13.99,743,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1153,32,7/6/2025,7/13/2025,32.4,23.5,0,1,0,0,13.99,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
